Age,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,Min new price_boxcox,Max new price_boxcox,km_driven_boxcox,selling_price_boxcox
0.9046708430743476,1.159240289313487,0.9544438002131089,0.47809988632792416,0.010345602814012391,-1.3226137915680112,-1.2810135366380622,-0.38351209843606665,-2.387437753283397,-3.0902499996255486,1.5004262347684545,-2.374496048554515
-0.4058915701347833,1.159240289313487,0.9544438002131089,0.47809988632792416,-0.18964725037273758,-0.5138224683094662,-0.3876555370199306,-0.38351209843606665,-0.25588718927333026,-0.6829370913416868,-1.0981007906330165,0.07959014706266157
1.559952049678913,1.159240289313487,0.9544438002131089,0.47809988632792416,-0.6646302766912681,-0.5138224683094662,-0.43770360422542814,-0.38351209843606665,-0.06137742850233844,0.32240319584572286,0.32068814206308915,-1.3723441365822082
0.9046708430743476,1.159240289313487,0.9544438002131089,0.47809988632792416,0.31533470392380647,-0.9151927259864,-0.7605136377008875,-0.38351209843606665,-1.870991491301637,-1.8693373270313158,-0.36369187054990065,-1.2903274571626353
-0.07825096683250055,-0.7941278904994834,-0.962710723069788,0.47809988632792416,0.7778181769181648,0.09327525812649902,0.02749318044967175,-0.38351209843606665,0.34618087733012887,0.38303526342447414,-0.6300118738726525,0.1311300695290381
0.5770302397720649,1.159240289313487,0.9544438002131089,0.47809988632792416,-0.18964725037273758,-0.9151927259864,-0.7605136377008875,-0.38351209843606665,-1.0903972195186014,-1.0395592770041027,-0.43596120920137515,-0.5953264995036912
0.5770302397720649,-0.7941278904994834,0.9544438002131089,0.47809988632792416,0.17533970669308102,-0.5138224683094662,-0.4652300411884517,-0.38351209843606665,-0.41727954155664015,-0.9374323270084439,-0.2601705059004986,-0.7588753396516271
-1.0611727767393486,-0.7941278904994834,0.9544438002131089,0.47809988632792416,0.21283836666559713,-0.9151927259864,-0.7620150797170522,-0.38351209843606665,-1.0903972195186014,-1.0395592770041027,-1.2390506526252625,-0.3541978633090396
-1.3888133800416314,1.159240289313487,0.9544438002131089,-2.0916131306379553,-0.3771405502353155,-0.9151927259864,0.5219680844399874,-0.38351209843606665,-0.10929398669903241,0.29705677864104074,-1.0981007906330165,0.9739652555624825
-0.733532173437066,-0.7941278904994834,-0.962710723069788,0.47809988632792416,-0.2921435876309469,0.08319057828537002,0.06277706782954744,2.1751476361625137,0.08270831970794865,-0.031587755801462544,0.5614885598501596,0.14369336719060333
-0.07825096683250055,1.159240289313487,-0.962710723069788,0.47809988632792416,-0.14214894774088419,-0.0942997869185002,-0.7127177335196371,-0.38351209843606665,-0.5649114332308453,-1.0608794595251043,0.05040809921994421,-0.8094366030257006
-1.3888133800416314,1.159240289313487,-0.962710723069788,0.47809988632792416,0.17783961735791579,0.01864862730214449,0.2752311131168845,-0.38351209843606665,0.4001323676079958,0.30055166328293104,-1.210365029129271,1.0934317906647326
-0.733532173437066,-0.7941278904994834,0.9544438002131089,0.47809988632792416,-0.7646267032846426,-0.5138224683094662,-0.3125834362116843,-0.38351209843606665,-0.4761808772742345,-0.2688673540012368,-0.7001559941049865,-0.02735166910941251
